41,-73
42,-73
39,-82
41,-73
42,-73
39,-82
41,-83
40,-83
39,-84
41,-84
41,-83
41,-73
42,-73
39,-82
41,-83
40,-83
39,-84
41,-84
41,-83
41,-81
40,-82
38,-83
38,-83
43,-73
36,-80
34,-78
37,-77
38,-81
37,-79
37,-80
37,-79
42,-71
41,-73
40,-80
40,-78
39,-80
39,-82
45,-73
39,-82
40,-80
44,-81
45,-77
45,-73
45,-74
44,-74
42,-78
44,-77
43,-81
42,-77
44,-79
44,-80
44,-80
46,-80
45,-83
45,-83
43,-77
41,-79
41,-80
41,-77
